FECHA,HORA,AJM,AJU,BJU,CAM,CCA,COY,CUA,CUT,FAC,GAM,HGM,INN,MER,MGH,MON,MPA,NEZ,PED,SAG,SFE,SJA,TLA,UAX,UIZ,XAL
12/02/2018,20,14,-99,12,14,10,-99,-99,-99,-99,16,-99,16,3,15,-99,-99,13,-99,14,21,-99,20,21,-99,18
12/02/2018,21,13,-99,17,15,17,-99,-99,-99,-99,19,-99,21,11,11,-99,-99,16,-99,20,16,-99,4,26,-99,20
12/02/2018,22,16,-99,12,16,14,-99,-99,-99,-99,18,-99,19,17,10,-99,-99,18,-99,16,13,-99,12,23,-99,17
12/02/2018,23,13,-99,10,12,9,-99,-99,-99,-99,17,-99,18,23,10,-99,-99,18,-99,20,21,-99,12,14,-99,18
12/02/2018,24,14,-99,13,17,11,-99,-99,-99,-99,17,-99,14,11,13,-99,-99,18,-99,13,17,-99,13,12,-99,33
13/02/2018,1,14,-99,13,13,15,-99,-99,-99,-99,21,-99,13,16,16,-99,-99,12,-99,21,15,-99,23,11,-99,33
13/02/2018,2,19,-99,13,24,17,-99,-99,-99,-99,21,-99,13,25,19,-99,-99,23,-99,16,13,-99,27,24,-99,34
13/02/2018,3,17,-99,20,26,18,-99,-99,-99,-99,18,-99,10,21,18,-99,-99,26,-99,27,18,-99,29,24,-99,21
13/02/2018,4,20,-99,20,34,17,-99,-99,-99,-99,17,-99,12,26,15,-99,-99,27,-99,23,17,-99,27,22,-99,44
13/02/2018,5,17,-99,21,28,18,-99,-99,-99,-99,28,-99,10,32,19,-99,-99,27,-99,32,16,-99,20,18,-99,39
13/02/2018,6,15,-99,25,18,19,-99,-99,-99,-99,41,-99,13,20,21,-99,-99,30,-99,50,18,-99,24,25,-99,29
13/02/2018,7,22,-99,22,20,22,-99,-99,-99,-99,41,-99,11,32,27,-99,-99,34,-99,80,19,-99,33,30,-99,68
13/02/2018,8,24,-99,37,37,25,-99,-99,-99,-99,59,-99,12,59,26,-99,-99,59,-99,85,22,-99,57,30,-99,66
13/02/2018,9,28,-99,70,59,29,-99,-99,-99,-99,81,-99,11,116,27,-99,-99,64,-99,76,24,-99,68,31,-99,62
13/02/2018,10,30,-99,63,74,31,-99,-99,-99,-99,81,-99,25,98,50,-99,-99,90,-99,84,31,-99,74,45,-99,71
13/02/2018,11,43,-99,75,74,62,-99,-99,-99,-99,74,-99,14,83,-99,-99,-99,102,-99,89,50,-99,74,65,-99,98
13/02/2018,12,70,-99,79,74,75,-99,-99,-99,-99,103,-99,14,79,-99,-99,-99,97,-99,85,62,-99,75,86,-99,84
13/02/2018,13,88,-99,83,74,80,-99,-99,-99,-99,98,-99,37,81,-99,-99,-99,62,-99,74,75,-99,70,78,-99,87
13/02/2018,14,87,-99,68,71,63,-99,-99,-99,-99,72,-99,60,53,-99,-99,-99,51,-99,71,84,-99,77,49,-99,61
13/02/2018,15,60,-99,51,64,36,-99,-99,-99,-99,46,-99,64,49,-99,-99,-99,28,-99,41,78,-99,69,28,-99,39
13/02/2018,16,56,-99,43,50,33,-99,-99,-99,-99,38,-99,50,29,-99,-99,-99,29,-99,41,55,-99,71,24,-99,32
13/02/2018,17,19,-99,40,41,31,-99,-99,-99,-99,38,-99,53,44,45,-99,-99,32,-99,22,47,-99,49,32,-99,35
13/02/2018,18,25,-99,19,39,7,-99,-99,-99,-99,32,-99,38,42,30,-99,-99,22,-99,26,22,-99,36,15,-99,33
13/02/2018,19,21,-99,24,15,23,-99,-99,-99,-99,18,-99,31,4,25,-99,-99,9,-99,20,28,-99,35,9,-99,22
13/02/2018,20,15,-99,33,16,23,-99,-99,-99,-99,15,-99,29,17,16,-99,-99,10,-99,9,26,-99,27,8,-99,13
13/02/2018,21,12,-99,16,12,13,-99,-99,-99,-99,15,-99,23,6,13,-99,-99,13,-99,28,13,-99,22,6,-99,13
13/02/2018,22,14,-99,12,12,8,-99,-99,-99,-99,15,-99,16,20,11,-99,-99,16,-99,13,12,-99,14,17,-99,15
13/02/2018,23,14,-99,9,11,10,-99,-99,-99,-99,13,-99,12,21,11,-99,-99,13,-99,19,12,-99,16,13,-99,18
13/02/2018,24,9,-99,16,19,8,-99,-99,-99,-99,11,-99,12,22,20,-99,-99,9,-99,12,16,-99,21,9,-99,12
14/02/2018,1,12,-99,19,19,8,-99,-99,-99,-99,19,-99,13,30,14,-99,-99,14,-99,19,17,-99,22,17,-99,14
14/02/2018,2,14,-99,15,20,18,-99,-99,-99,-99,21,-99,16,27,13,-99,-99,16,-99,29,13,-99,14,19,-99,20
14/02/2018,3,14,-99,14,20,20,-99,-99,-99,-99,19,-99,17,30,15,-99,-99,22,-99,13,13,-99,25,20,-99,9
14/02/2018,4,17,-99,18,22,15,-99,-99,-99,-99,11,-99,16,14,13,-99,-99,11,-99,14,19,-99,10,16,-99,35
14/02/2018,5,16,-99,19,15,21,-99,-99,-99,-99,12,-99,16,12,18,-99,-99,11,-99,10,15,-99,5,16,-99,33
14/02/2018,6,22,-99,10,17,18,-99,-99,-99,-99,11,-99,9,19,13,-99,-99,18,-99,9,15,-99,6,22,-99,37
14/02/2018,7,17,-99,16,19,13,-99,-99,-99,-99,13,-99,7,17,15,-99,-99,12,-99,5,15,-99,12,16,-99,25
14/02/2018,8,15,-99,15,17,16,-99,-99,-99,-99,14,-99,6,34,13,-99,-99,18,-99,12,19,-99,15,15,-99,42
14/02/2018,9,20,-99,20,14,18,-99,-99,-99,-99,21,-99,6,22,18,-99,-99,16,-99,10,26,-99,17,10,-99,35
14/02/2018,10,23,-99,20,-99,16,-99,-99,-99,-99,29,-99,1,25,22,-99,-99,20,-99,14,24,-99,20,18,-99,25
14/02/2018,11,33,-99,28,-99,-99,-99,-99,-99,-99,37,-99,21,38,21,-99,-99,26,-99,24,34,-99,37,28,-99,33
14/02/2018,12,47,-99,42,-99,-99,-99,-99,-99,-99,34,-99,35,40,36,-99,-99,31,-99,25,33,-99,40,28,-99,32
14/02/2018,13,51,-99,48,-99,-99,-99,-99,-99,-99,37,-99,38,41,36,-99,-99,28,-99,33,31,-99,40,33,-99,21
14/02/2018,14,53,-99,38,-99,50,-99,-99,-99,-99,24,-99,40,17,46,-99,-99,21,-99,34,32,-99,33,28,-99,18
14/02/2018,15,46,-99,28,25,27,-99,-99,-99,-99,13,-99,44,28,34,-99,-99,13,-99,25,46,-99,31,8,-99,15
14/02/2018,16,39,-99,19,13,22,-99,-99,-99,-99,19,-99,51,15,24,-99,-99,13,-99,17,37,-99,25,8,-99,16
14/02/2018,17,28,-99,16,12,14,-99,-99,-99,-99,18,-99,44,7,13,-99,-99,22,-99,17,23,-99,16,10,-99,12
14/02/2018,18,27,-99,18,16,22,-99,-99,-99,-99,13,-99,33,15,20,-99,-99,25,-99,13,27,-99,17,20,-99,11
14/02/2018,19,24,-99,18,7,22,-99,-99,-99,-99,11,-99,14,18,17,-99,-99,34,-99,20,29,-99,6,32,-99,13
14/02/2018,20,24,-99,24,10,24,-99,-99,-99,-99,20,-99,14,19,7,-99,-99,21,-99,21,9,-99,22,32,-99,18
14/02/2018,21,22,-99,22,18,26,-99,-99,-99,-99,19,-99,17,30,23,-99,-99,18,-99,22,9,-99,13,31,-99,21
14/02/2018,22,9,-99,18,13,22,-99,-99,-99,-99,18,-99,21,26,7,-99,-99,14,-99,12,7,-99,13,20,-99,13
14/02/2018,23,9,-99,10,11,8,-99,-99,-99,-99,15,-99,22,21,7,-99,-99,14,-99,14,10,-99,5,9,-99,16
14/02/2018,24,11,-99,10,8,7,-99,-99,-99,-99,11,-99,12,12,9,-99,-99,15,-99,10,4,-99,14,12,-99,17
15/02/2018,1,13,-99,12,11,-99,-99,-99,-99,-99,9,-99,9,13,14,-99,-99,3,-99,10,13,-99,11,-99,-99,11
15/02/2018,2,13,-99,10,8,-99,-99,-99,-99,-99,19,-99,9,15,15,-99,-99,15,-99,19,10,-99,8,17,-99,32
15/02/2018,3,14,-99,10,3,13,-99,-99,-99,-99,17,-99,10,10,13,-99,-99,15,-99,27,10,-99,5,11,-99,26
15/02/2018,4,9,-99,11,7,12,-99,-99,-99,-99,18,-99,8,7,12,-99,-99,23,-99,27,12,-99,15,16,-99,37
15/02/2018,5,11,-99,16,13,14,-99,-99,-99,-99,19,-99,13,28,13,-99,-99,22,-99,36,11,-99,11,17,-99,29
15/02/2018,6,12,-99,18,17,18,-99,-99,-99,-99,22,-99,11,24,17,-99,-99,19,-99,36,21,-99,11,25,-99,28
15/02/2018,7,13,-99,21,16,19,-99,-99,-99,-99,21,-99,9,18,21,-99,-99,22,-99,33,17,-99,24,25,-99,26
15/02/2018,8,9,-99,26,23,25,-99,-99,-99,-99,21,-99,11,22,19,-99,-99,25,-99,47,22,-99,16,27,-99,40
15/02/2018,9,20,-99,27,29,26,-99,-99,-99,-99,35,-99,14,23,24,-99,-99,18,-99,67,18,-99,33,17,-99,53
15/02/2018,10,25,-99,30,34,20,-99,-99,-99,-99,53,-99,10,27,31,-99,-99,-99,-99,60,20,-99,74,15,-99,61
15/02/2018,11,28,-99,34,33,26,-99,-99,-99,-99,40,-99,12,32,39,-99,-99,-99,-99,56,38,-99,62,27,-99,42
15/02/2018,12,27,-99,32,29,32,-99,-99,-99,-99,32,-99,17,44,34,-99,-99,-99,-99,-99,45,-99,46,25,-99,31
15/02/2018,13,25,-99,34,26,25,-99,-99,-99,-99,25,-99,26,7,34,-99,-99,-99,-99,-99,29,-99,41,17,-99,29
15/02/2018,14,33,-99,28,37,19,-99,-99,-99,-99,32,-99,28,33,29,-99,-99,-99,-99,-99,25,-99,20,10,-99,34
15/02/2018,15,34,-99,25,33,17,-99,-99,-99,-99,39,-99,31,33,34,-99,-99,-99,-99,32,29,-99,18,9,-99,31
15/02/2018,16,32,-99,38,34,23,-99,-99,-99,-99,36,-99,34,39,23,-99,-99,-99,-99,28,28,-99,32,9,-99,30
15/02/2018,17,34,-99,38,35,30,-99,-99,-99,-99,28,-99,28,37,27,-99,-99,-99,-99,25,20,-99,34,13,-99,26
15/02/2018,18,33,-99,36,24,26,-99,-99,-99,-99,27,-99,30,25,37,-99,-99,-99,-99,28,25,-99,43,23,-99,22
15/02/2018,19,35,-99,27,29,32,-99,-99,-99,-99,31,-99,28,27,30,-99,-99,-99,-99,28,32,-99,41,32,-99,34
15/02/2018,20,36,-99,19,33,28,-99,-99,-99,-99,25,-99,26,15,21,-99,-99,-99,-99,36,33,-99,33,29,-99,23
15/02/2018,21,30,-99,10,16,25,-99,-99,-99,-99,10,-99,23,17,26,-99,-99,-99,-99,31,29,-99,13,41,-99,9
15/02/2018,22,26,-99,15,14,10,-99,-99,-99,-99,10,-99,24,14,14,-99,-99,-99,-99,21,21,-99,16,29,-99,20
15/02/2018,23,14,-99,16,16,8,-99,-99,-99,-99,12,-99,19,13,18,-99,-99,-99,-99,14,18,-99,17,16,-99,7
15/02/2018,24,10,-99,18,15,15,-99,-99,-99,-99,17,-99,9,12,18,-99,-99,-99,-99,19,11,-99,8,12,-99,20
16/02/2018,1,12,-99,18,22,14,-99,-99,-99,-99,20,-99,4,13,17,-99,-99,-99,-99,21,9,-99,15,30,-99,21
16/02/2018,2,6,-99,18,24,9,-99,-99,-99,-99,18,-99,5,19,16,-99,-99,-99,-99,14,6,-99,17,26,-99,26
16/02/2018,3,5,-99,14,13,2,-99,-99,-99,-99,23,-99,5,20,18,-99,-99,-99,-99,42,5,-99,8,19,-99,28
16/02/2018,4,5,-99,7,11,9,-99,-99,-99,-99,24,-99,4,24,9,-99,-99,-99,-99,45,5,-99,4,28,-99,36
16/02/2018,5,3,-99,17,13,8,-99,-99,-99,-99,26,-99,5,26,8,-99,-99,-99,-99,46,4,-99,11,32,-99,42
16/02/2018,6,4,-99,24,23,14,-99,-99,-99,-99,33,-99,6,30,12,-99,-99,-99,-99,37,9,-99,8,32,-99,38
16/02/2018,7,11,-99,19,30,9,-99,-99,-99,-99,38,-99,9,23,15,-99,-99,-99,-99,31,12,-99,16,30,-99,48
16/02/2018,8,11,-99,27,41,14,-99,-99,-99,-99,43,-99,7,43,21,-99,-99,-99,-99,34,16,-99,17,28,-99,51
16/02/2018,9,13,-99,22,41,15,-99,-99,-99,-99,33,-99,10,54,25,-99,-99,-99,-99,47,15,-99,26,18,-99,61
16/02/2018,10,18,-99,24,52,21,-99,-99,-99,-99,42,-99,10,44,32,-99,-99,-99,-99,40,24,-99,34,20,-99,59
16/02/2018,11,24,-99,35,42,22,-99,-99,-99,-99,34,-99,22,29,-99,-99,-99,-99,-99,48,32,-99,45,29,-99,41
16/02/2018,12,22,-99,45,25,22,-99,-99,-99,-99,28,-99,13,37,-99,-99,-99,-99,-99,26,29,-99,29,37,-99,32
16/02/2018,13,27,-99,31,22,32,-99,-99,-99,-99,21,-99,20,41,-99,-99,-99,-99,-99,34,47,-99,31,22,-99,34
16/02/2018,14,41,-99,40,24,39,-99,-99,-99,-99,30,-99,16,31,43,-99,-99,-99,-99,32,57,-99,45,11,-99,31
16/02/2018,15,43,-99,31,24,22,-99,-99,-99,-99,32,-99,22,25,37,-99,-99,-99,-99,40,50,-99,44,3,-99,36
16/02/2018,16,33,-99,24,29,22,-99,-99,-99,-99,34,-99,34,34,28,-99,-99,-99,-99,40,36,-99,52,10,-99,42
